GeneSymbol	4033	4034	4027	4028	4112	4113	4116	4117	4214	4215	4315	4316	4340	4341	4344	4345	3532	3533	3536	3537	4299	4300	4722	4723
ENSG00000000971.15	3460.43101585092	2985.91294298936	3092.00742404129	1418.65098377277	5951.07116993324	7593.56191870862	2903.99677087432	2991.40964846375	5142.9778999679	2851.44571049853	7934.17273448204	7317.00906313387	3729.35208692547	3710.66278861824	2823.88792250058	2463.37404508568	1847.86191709459	2754.42523431286	2587.63813036392	2183.95961484896	4088.97400799198	4201.35397191169	3192.99526846954	2349.35360388684
ENSG00000002933.9	292.135245427103	292.135245427103	292.135245427103	292.135245427103	292.135245427103	373.912631771313	292.135245427103	292.135245427103	372.644719275357	292.135245427103	292.135245427103	292.135245427103	292.135245427103	292.135245427103	292.135245427103	368.352308336029	292.135245427103	371.658865762673	292.135245427103	292.135245427103	292.135245427103	292.135245427103	292.135245427103	292.135245427103
ENSG00000005884.18	480.008805393818	269.506974685283	1303.86509755776	396.898485736034	399.397168981884	117.889431854878	542.983226581117	215.192658838249	436.793412886165	311.909237093022	611.746637656822	195.830673981024	776.289656229665	585.802175902485	778.542251249463	916.812663846608	526.711907290059	280.302148579441	654.600432390318	423.006349919368	895.89338620369	417.858858865381	2089.82689062019	974.659707151206
ENSG00000006747.15	72.5580692193965	100.660856303499	116.026850399385	81.2157322750275	119.403828885461	101.273473838411	117.921644340532	111.213158467236	97.9021072156704	142.795351758374	90.291180261719	153.187152664912	65.2505798752807	62.2615932601063	58.0768330687606	77.9616954390488	57.8831518088497	87.4031527320493	70.0074045814032	74.1764890320298	73.3065385684843	81.4021710903664	134.838562494966	627.854739992969
ENSG00000007237.18	672.651463844207	1702.45727381202	457.226055609782	1584.52072117274	1344.13060817311	1905.28300614876	1054.72824801299	1276.86330219046	1184.59040932595	1735.81721130623	473.648499618127	879.748871308408	728.675537622186	781.722157061089	645.960588971599	614.174766118486	788.769677934126	1197.48719189778	806.926050178888	1530.34915579161	553.406172711699	1068.87429665979	276.912520828105	1756.66797352549
ENSG00000010610.10	321.319759570713	51.5825166083641	516.874853698801	51.0524953161664	79.525834933091	70.5538818868776	179.975135381492	63.5733979739376	246.579319504152	38.1359802906397	219.005805384905	60.4910969844173	69.8248749250775	54.1571781595212	67.4609655000878	58.6031374208985	92.5725143527664	59.5728475686717	105.154542275079	60.116105541886	67.3747673644861	65.3893933366816	1072.19461978306	123.144606265732
ENSG00000010932.17	140.918876280789	200.035970142372	140.918876280789	179.059741909736	140.918876280789	140.918876280789	140.918876280789	179.773609110516	183.235544257051	140.918876280789	207.543757770928	140.918876280789	140.918876280789	140.918876280789	140.918876280789	140.918876280789	140.918876280789	203.359710768286	140.918876280789	140.918876280789	140.918876280789	185.102206171195	140.918876280789	140.918876280789
ENSG00000011422.12	1946.84973182481	1484.23642817965	2204.73148417818	1855.40635291639	1719.47212043874	1353.50466349763	2052.56716271528	1796.79214419535	1510.65216036951	1460.176707313	1512.85515535537	1454.93680238636	2041.54311232018	1761.13541500473	2041.33102931393	1964.2992015594	2188.32938579993	1816.88789432226	2123.48515602256	1729.42338881279	2093.99717224268	1576.77606803564	1512.6428779452	2401.9913933505
ENSG00000011465.17	40093.9289061323	75363.3701694223	44600.7640014993	52266.3727529053	113005.610197262	197928.118540489	62331.1288364932	87195.1480817145	94405.005065483	84174.1168783952	84460.4650441056	130276.295693079	56900.88590759	69261.7176456833	60872.4885587489	52065.9134981424	36393.9257553065	63899.3078234521	32242.9713310049	40357.1595945207	60890.3144771731	125517.987741705	75252.8584173008	68157.287884208
