Mixture	S1	S3	S4	P-value	Correlation	RMSE
4033	0.61562436208469828	0.00000000000000000	0.38437563791530177	0.00000000000000000	0.97687200625635573	0.21733766100655164
4034	0.28376715634464067	0.71623284365535933	0.00000000000000000	0.00000000000000000	0.97226270385983993	0.24361294120797103
4027	0.30099287271339936	0.27528309184686828	0.42372403543973230	0.00000000000000000	0.95957449399816364	0.35799074308613321
4028	0.36089650077622221	0.60517453770457574	0.03392896151920211	0.00000000000000000	0.96676744765841249	0.27283750895133579
4112	0.19173192327741423	0.72604507655684336	0.08222300016574227	0.00000000000000000	0.99393726470862998	0.13220621765040513
4113	0.00000000000000000	1.00000000000000000	0.00000000000000000	0.00000000000000000	0.93776849331507883	0.35383518172886064
4116	0.41799734758914908	0.46877602620380132	0.11322662620704960	0.00000000000000000	0.99018877194807742	0.14964526815729995
4117	0.08723327802247442	0.89549017615846127	0.01727654581906428	0.00000000000000000	0.98245765977429267	0.20092308280103280
4214	0.15183628469779772	0.72472932328848727	0.12343439201371503	0.00000000000000000	0.99228798088400583	0.17649661823566348
4215	0.24127581712724938	0.70953482402766366	0.04918935884508699	0.00000000000000000	0.98266217328656946	0.18604704553274368
4315	0.32781098770560685	0.43127753471987845	0.24091147757451467	0.00000000000000000	0.98593454115381851	0.19519896413253937
4316	0.14758044402237430	0.85032752007593182	0.00209203590169397	0.00000000000000000	0.98142005471819493	0.19375653062007692
4340	0.44272109017877997	0.33582284182403671	0.22145606799718334	0.00000000000000000	0.98417702976677635	0.17965380073782183
4341	0.40172602014236258	0.50376839685853714	0.09450558299910035	0.00000000000000000	0.97149381747064423	0.24776681173308879
4344	0.38972532636632029	0.49118192688059303	0.11909274675308663	0.00000000000000000	0.98407374555416871	0.18196388434971147
4345	0.32465043690233192	0.57860560644835279	0.09674395664931533	0.00000000000000000	0.97432078256123278	0.22648367877119407
3532	0.67088516229693973	0.13795270730821574	0.19116213039484459	0.00000000000000000	0.96915191018172531	0.29893240079225414
3533	0.32486650812870016	0.67513349187129978	0.00000000000000000	0.00000000000000000	0.96808281112217620	0.26876587939088348
3536	0.46246672337344769	0.30175250144902155	0.23578077517753079	0.00000000000000000	0.97071007842141910	0.24156077229423395
3537	0.45826245331163673	0.51577036084030170	0.02596718584806153	0.00000000000000000	0.97297827214666055	0.27809216042556656
4299	0.54519502864608838	0.13413780795976285	0.32066716339414897	0.00000000000000000	0.99014230676182380	0.14674174594172951
4300	0.09984547211309229	0.84825925027910110	0.05189527760780653	0.00000000000000000	0.99385208271716285	0.15254474262899986
4722	0.13265281397293266	0.33110180196936301	0.53624538405770428	0.00000000000000000	0.88934672820614957	0.56432237358005366
4723	0.24193301916160814	0.51162860723047721	0.24643837360791473	0.00000000000000000	0.97876399872819897	0.25313895512315787
