genesymbols	S1	S3	S4
ENSG00000229719.5	16.45632055480859890	11.57115451229390324	13.37190821421859788
ENSG00000229720.1	20.91079931295140071	15.68027462416470286	12.43082634122419883
ENSG00000229721.3	12.55071180013140086	11.36202096722509580	12.55071180013140086
ENSG00000229727.7	14.46554567642819933	15.11457676009959528	14.46554567642819933
ENSG00000229739.3	47.40031657319630654	49.27442262755578639	41.61888944626250009
ENSG00000229751.1	13.46255884798379832	13.41128554833649922	13.46255884798379832
ENSG00000229771.2	14.67860140868410213	14.75864973600420349	14.67860140868410213
ENSG00000229776.1	24.06695310561968881	15.54923988385480271	16.17941921034464769
ENSG00000229794.2	13.97746676694059609	11.13145844292280096	13.97746676694059609
ENSG00000229798.1	10.87719027783220405	12.00464728568730166	10.87719027783220405
ENSG00000229800.1	13.60913034658070231	13.40563942516040008	11.59010082311150036
ENSG00000229807.12	8246.56297762340363988	7686.32186920276581077	9281.19467463530054374
ENSG00000229808.1	18.64293347830805203	13.00305044125980203	14.57455177674879643
ENSG00000229809.8	104.90137040147942571	114.09561698479798508	106.91585846534621851
ENSG00000229816.1	20.54661810955379764	16.02582526841319677	14.31805607486909615
ENSG00000229833.9	513.65901116798181647	544.47665173514803882	642.24181881264439653
ENSG00000229835.2	15.26663033405410275	15.26694879799999427	15.26663033405410275
ENSG00000229839.6	28.65299277901210218	29.33652670458189604	20.17744169420559786
ENSG00000229847.9	195.20778681092593843	293.94109803423594940	188.41422665288899907
ENSG00000229851.1	19.77037548452229387	16.08369042722539888	15.95249889841170088
ENSG00000229852.3	74.06690273249613199	54.80294044407160925	47.48475648429050011
ENSG00000229867.2	15.55318630048310347	14.31256752112759578	15.55318630048310347
ENSG00000229891.2	25.92143152134445216	12.89763989197149385	13.23522680775290183
ENSG00000229915.1	16.82968830913589997	16.83344048187239395	16.82968830913589997
ENSG00000229917.2	18.50774361352359776	11.51925472736509626	10.66433507668740255
ENSG00000229920.2	13.15205570294999937	13.28936126855340127	13.15205570294999937
ENSG00000229927.2	18.65697267615420785	17.86437318858680001	18.65697267615420785
ENSG00000229931.1	19.28548209133510127	19.78262803870260456	19.28548209133510127
ENSG00000229932.3	23.63356864490519627	24.81265844834230094	25.32895151098585274
ENSG00000229944.3	23.21173512951610718	22.63087877541060067	19.73293623407155195
ENSG00000229948.2	15.98335648700209966	11.59084523650840204	13.39625376679335034
ENSG00000229950.1	12.38805739425189856	11.54818071318310047	12.38805739425189856
ENSG00000229951.5	15.03520260015919874	15.24209371227419929	15.03520260015919874
ENSG00000229956.11	34.28773639333745393	42.61604115377618740	15.19424867855489936
ENSG00000229980.5	18.72533663773510426	16.03539154656949961	18.07470103244549620
ENSG00000229989.4	36.22236316939856238	15.92614102182840163	57.99170165544719424
ENSG00000229990.3	17.22454672603944914	15.33222250497090045	13.03484969197249654
ENSG00000229991.1	14.22069317133070321	12.30266027060070222	11.85163203579419822
ENSG00000229992.1	12.45620901642760003	12.32040986079760181	12.45620901642760003
ENSG00000229994.1	34.52856730903640425	32.52567430193721520	36.98633365436595000
ENSG00000230002.3	20.28991108284919775	17.37467042571569209	16.11927136952130013
ENSG00000230006.7	14.21801921358599685	11.77125440837950165	14.21801921358599685
ENSG00000230018.1	16.29713942328950083	11.55370257490110220	12.85954213509329769
ENSG00000230021.10	18.64824291380600130	14.57633715264599950	15.47559357435125271
ENSG00000230042.1	18.43330694259935143	12.73861710860790275	13.45917934949260086
ENSG00000230061.2	14.01116429071980107	9.99362657890839223	14.01116429071980107
ENSG00000230064.1	16.88695213105130222	13.04008362701049784	13.36359975015270152
ENSG00000230067.3	14.36507574299040435	16.08191682685830415	14.36507574299040435
ENSG00000230071.2	22.49696290973495039	19.27267241416090826	15.11526997622330093
ENSG00000230074.2	87.85347270027975242	87.60305528728888191	60.66765449686569411
ENSG00000230082.1	19.65607234174539997	17.82364887995279901	18.28448818602235093
ENSG00000230084.6	35.18612988946349418	24.98741213704450104	20.12598773475599856
ENSG00000230091.6	49.66235695650439652	37.98432405208640006	43.71557795646700129
ENSG00000230092.7	22.28362214749084558	19.01937102932329893	17.19156273394029810
ENSG00000230105.1	14.05627594545519621	10.97612712653219980	14.05627594545519621
ENSG00000230124.8	686.43096151754866696	787.17070770556415482	461.53492647535540527
ENSG00000230131.6	12.70892794150329586	12.24603657672009582	12.70892794150329586
ENSG00000230140.7	17.41715716274014625	12.00701000269910246	11.13415097781760110
ENSG00000230148.8	57.88183829233689437	63.75700105390949091	38.76168785139764594
ENSG00000230163.1	11.94416254367839869	11.78384169847160123	14.49813925791589853
ENSG00000230177.2	40.92200672398237771	24.75700328443700471	18.60600133217129581
ENSG00000230183.4	18.04566373202960250	18.00829171435519882	18.04566373202960250
ENSG00000230202.1	35.15307846628840593	36.26735729484328630	50.74232123714359943
