NAME	S1	S3	S4
ENSG00000005884.18	45.96194558583876244	376.35668760047730075	681.64121358108377535
ENSG00000006747.15	35.43810227205165120	86.01786140101781086	378.37545483965294579
ENSG00000007237.18	1234.80077592093039129	587.58073044765899340	93.20147516873103655
ENSG00000010610.10	34.18228256259785525	80.56113226352979950	552.43731945307058595
ENSG00000011465.17	109885.59972603186906781	37686.01099316443287535	7077.37110400977326208
ENSG00000017427.16	1970.41510863253506614	640.72975013413895340	75.09556188998709558
ENSG00000018625.14	14.28067494984119712	43.26759286016449835	150.20764754727292711
ENSG00000038427.16	12434.17999946135023492	4594.66124952939298964	1802.60797339110013127
ENSG00000053702.15	85.21885078462261731	116.63684233660195844	429.82368990176587431
ENSG00000058866.15	34.89209190653200210	68.89999482190340530	398.38048398042440112
ENSG00000060718.22	587.22212904209754925	108.46657517166696039	56.72001848376317668
ENSG00000064205.10	1710.60586767421409604	532.19465926264638256	89.62360113914465387
ENSG00000065534.18	1539.22336405487499178	1899.94734015638869096	5923.41471267620818253
ENSG00000069122.19	83.41387570936485929	184.58659949548504642	1803.94537032901462226
ENSG00000074181.9	658.37492595954472563	1226.33197265259036612	7027.65496395462287182
ENSG00000075884.14	38.01476301220934317	67.10567342729589768	279.76334480417051509
ENSG00000076706.17	112.72091130763203637	702.22218442782286729	7268.22766160619721632
ENSG00000077942.19	13438.87431458589708200	6330.14567544845249358	1872.83594097202512785
ENSG00000078098.14	2873.28666940668608731	514.78033014617324170	221.83679525838252289
ENSG00000079931.15	301.28439729158293403	109.27362814601704599	47.54803821776575035
ENSG00000081189.15	263.57362450750304106	582.11398095389768059	3218.75769479435984977
ENSG00000082196.20	1215.47276022659480077	193.81023133865508612	60.77129891822873731
ENSG00000082684.15	24.16874078159720085	61.54957917522359878	547.98051434644958135
ENSG00000083782.8	41.79417613405280463	19.31952685465080322	16.67045064491095019
ENSG00000086991.13	495.01824775733842898	102.80550877603192816	36.62904203360985633
ENSG00000087245.13	28126.44550686020374997	8812.62681356423126999	757.30938080933844958
ENSG00000091986.15	41649.59286348632303998	15067.42387336588217295	3401.67989487502518386
ENSG00000095370.20	26.03812490609415420	52.48861646051538798	235.42308571653603622
ENSG00000099139.13	673.49328587283923753	299.15764186827590265	93.55611735991706723
ENSG00000099953.10	751.22812311606526237	194.94443344796303563	278.52465712902096584
ENSG00000100196.11	1273.40606113948501843	441.29253453566622056	291.53787460112550889
ENSG00000100302.7	35.31066439291098646	38.09687857376318476	165.42587030522747682
ENSG00000100311.16	19.99338929371374363	36.11775996116417531	135.11097433777649712
ENSG00000101115.13	122.68145336378444199	27.13204103880439888	23.15406171742890251
ENSG00000101463.6	64.80959054206408609	31.01668561799649382	24.64306961783680094
ENSG00000101605.12	49.53070489737115167	109.32501570110694900	519.98440208857948619
ENSG00000101825.8	3934.78302955143226427	1505.01801604510865218	582.26954982044549070
ENSG00000101938.14	957.37809231205869764	607.51226264732031268	138.18476422055351804
ENSG00000102466.15	405.77288643337453777	106.94943324347396185	61.98073753522604079
ENSG00000103175.11	28.37702786319555059	49.25108095379470541	345.35913928522347760
ENSG00000103888.17	233.29474066084452488	129.56772381635295233	81.01381131360695065
ENSG00000104213.12	3067.72421098280210572	1276.78735177921021204	287.03276598764654182
ENSG00000105664.11	808.39870211082495643	91.54900368387653486	54.01426492249374434
ENSG00000105989.9	651.18880553514634357	232.94252164754405499	31.94742699631400384
ENSG00000106483.12	10552.61138551518888562	934.42709470930958560	108.27250171749591345
ENSG00000106809.11	1482.03336950080984025	608.85382952475868024	160.77137009175646654
ENSG00000107562.16	5241.98415714656130149	2912.34580642411947338	657.31880119654931605
ENSG00000107796.13	9770.96317271070802235	10679.62331365139289119	38938.68260597505286569
ENSG00000108387.14	213.07137882291954156	342.98445082527172190	1246.83759145864451057
ENSG00000108821.13	155122.84075209090951830	42335.88066698949114652	27211.77305126014834968
