genesymbols	S1	S3	S4
ENSG00000000003.14	952.26186102783913157	850.71395898755258713	324.12815613975556062
ENSG00000000005.6	13.30402504750130532	13.30402504750130532	13.30402504750130532
ENSG00000000419.12	804.81545109367357327	540.04482904098722429	525.06094773433437695
ENSG00000000457.14	279.98876397397748406	267.19855233440790698	305.12836757681031941
ENSG00000000460.17	114.55881185896546981	71.69230024979580662	24.65152153478369712
ENSG00000000938.13	13.30402504750130532	13.30402504750130532	13.30402504750130532
ENSG00000000971.15	9409.28520909946382744	6325.05157303998839780	1573.31067902910490375
ENSG00000001036.13	1528.93860539520483144	925.92859103919590780	378.48595602608043009
ENSG00000001084.13	265.21734234117002416	178.76757484051000802	97.94076169894088935
ENSG00000001167.14	411.41506932271960295	324.14176700580594570	446.39060571832987989
ENSG00000001460.18	163.11822778585249694	65.18902154303458474	17.85256771619864935
ENSG00000001461.17	391.07426969751213619	352.67791556792917618	78.08905357512189482
ENSG00000001497.16	582.66202166204425339	790.73604679626623692	890.61504104588323116
ENSG00000001561.7	90.55816807510392152	31.68405062303989439	13.30402504750130532
ENSG00000001617.12	13.30402504750130532	13.30402504750130532	15.17237119898160280
ENSG00000001629.10	931.98515995964294234	678.80433215025482241	528.05755103236799641
ENSG00000001630.17	1142.49799609443516601	778.19202885798551961	717.15710157715170681
ENSG00000001631.15	672.25002812256252582	515.17263835101800851	457.97324159302513635
ENSG00000002016.17	285.64366229435756850	465.17522377831284075	360.20970660958039389
ENSG00000002079.14	13.30402504750130532	13.30402504750130532	13.30402504750130532
ENSG00000002330.13	284.15889119622681847	145.32431534397002793	274.93110077907783761
ENSG00000002549.12	1579.57481739333456972	1387.04017467545986619	1798.61627641707923431
ENSG00000002586.20	4230.03922775290993741	1955.51768759252854579	1687.91121981104470251
ENSG00000002586.20_PAR_Y	4266.31036480620969087	1917.81557958795110608	1626.41158809109992944
ENSG00000002587.10	22.96794741949930341	23.75806877810510187	25.40706978190214826
ENSG00000002745.13	13.30402504750130532	13.30402504750130532	13.30402504750130532
ENSG00000002746.15	30.82156751191425315	13.30402504750130532	13.30402504750130532
ENSG00000002822.15	116.43868956312800833	31.99389437831879235	70.25424552649819532
ENSG00000002834.18	2102.66111689452964129	1980.45849754360961015	3300.05527870132027601
ENSG00000002919.14	395.23600191787107860	363.43792882632698138	166.55804869642093990
ENSG00000002933.9	1528.55376554282474899	1392.07031602951110472	103.28842058842705853
ENSG00000003056.8	1691.88050544033467304	1459.84349490883050748	1693.74717145326462742
ENSG00000003096.14	179.36957914518254142	273.22459469142387434	184.00430162017605085
ENSG00000003137.8	110.80736840902699214	94.95187707669229837	47.82154401265920285
ENSG00000003147.19	17.49372791825170026	16.72069344322110140	15.13393631793935512
ENSG00000003249.13	21.42983005774449268	13.30402504750130532	13.30402504750130532
ENSG00000003393.15	477.98392143155086842	296.49086396467987470	440.43707089729639392
ENSG00000003400.14	94.02323819112130820	37.64519031349909284	19.06338676660234910
ENSG00000003402.20	1503.62765009845043096	1998.26807017075020667	1721.19836753849904198
ENSG00000003436.16	4262.38598715701209585	7104.48573499877420545	5082.06423533751876676
ENSG00000003509.16	310.17852601167800231	260.39607304524696474	58.22938652300280182
ENSG00000003756.16	2982.45966457090526092	3999.61735589282079673	3457.58990556484059198
ENSG00000003987.14	19.45887779192884892	16.95972168883790232	15.53295320749809960
ENSG00000003989.17	206.25214054565543620	707.63693608530866186	1274.33569396929055983
ENSG00000004059.11	1139.81486720143561797	870.05136653522674806	927.93760190800094279
ENSG00000004139.14	228.41302796154596422	96.68732309585391249	202.66430390774851844
ENSG00000004142.12	674.95620799624362007	532.62148366111284759	858.19439533742843196
ENSG00000004399.12	322.18051759714853688	215.13309637190195645	561.51499673404623536
ENSG00000004455.16	1762.81944894113530609	1428.50871407508998345	1735.19551027411989708
ENSG00000004468.13	21.77479026082005120	18.39084561930210526	13.30402504750130532
ENSG00000004478.8	334.98036313720194812	290.87368914761214000	730.60313486708309938
ENSG00000004487.16	966.50551154464869796	688.00426413967329609	830.77247592464220816
ENSG00000004534.15	5171.11144270710701676	8968.31267613034651731	5520.27750466540601337
ENSG00000004660.14	133.68349957208192791	94.37893671880954116	13.30402504750130532
ENSG00000004700.16	1123.33270014319941765	801.02741061032861580	727.67520988659202885
ENSG00000004766.17	301.47031580424402364	318.39702667660191082	108.11022848144246211
ENSG00000004776.13	158.23115036962551017	110.80414207057094700	168.46032770347298424
ENSG00000004777.18	26.38766554418585031	32.40932361090930414	33.94123408992659563
ENSG00000004779.10	872.17795586164083943	633.35122652550774092	1007.69820102626545122
ENSG00000004799.8	2155.18804788365423519	3297.31392685053015157	2274.18395379695493830
ENSG00000004809.14	13.30402504750130532	13.30402504750130532	13.30402504750130532
