NAME	S1	S3	S4
ENSG00000000971.15	9409.28520909946382744	6325.05157303998839780	1573.31067902910490375
ENSG00000005059.16	342.08850038717389452	92.54663009246721117	27.24111876298995227
ENSG00000005884.18	44.34383327400313846	176.78962745036386650	1255.24167262681885404
ENSG00000006747.15	22.94426618263249651	125.08940501539804302	935.76128319222345908
ENSG00000007237.18	2223.05299823609038867	1447.99071230950949030	26.61295684479429369
ENSG00000010610.10	17.30198280300540503	73.26103761381682489	1806.39767550614510583
ENSG00000011028.14	1397.30671834808026688	378.69109052832584439	251.76476519199593440
ENSG00000011422.12	3010.44026876709494900	990.00511486948585116	462.86667955271354913
ENSG00000011465.17	163726.12182725893217139	122618.06345131220587064	3813.25705675986318965
ENSG00000013375.16	1912.74645224308483193	947.25752596579241072	386.92816119856456680
ENSG00000016864.18	2244.54471329711032013	1180.94393279369069205	642.53191207763870807
ENSG00000017427.16	4267.02898250405996805	4941.68373177160992782	46.63763363063437595
ENSG00000017483.15	331.40083093886670440	13.30402504750130532	15.78007911713850397
ENSG00000018236.15	362.21715835764803160	128.47590728623609380	13.30402504750130532
ENSG00000018625.14	13.30402504750130532	13.30402504750130532	237.32292509001896974
ENSG00000025423.11	70.22311637731135647	13.30402504750130532	13.30402504750130532
ENSG00000038382.20	1379.91305412116525986	762.07555448756136229	272.11216931259093599
ENSG00000038427.16	33663.49537004475132562	7115.17759220265634212	1440.47602383187086161
ENSG00000039560.14	2090.71420949986168125	227.94118447435891994	313.40001969531351733
ENSG00000049192.15	316.83113336277563121	44.07250077284330558	73.18550520850601515
ENSG00000049540.17	3289.20882337138391449	572.96215555526055141	341.80180339037133308
ENSG00000053702.15	92.54371087223985626	152.49386759240300648	1715.09228166943057659
ENSG00000053747.16	54.10122205734293743	111.28395835158906380	1284.91492781081979047
ENSG00000055163.20	51.24655716369608172	30.34993795912231107	423.89925757149262608
ENSG00000058091.17	777.19003984972016497	414.10891677410990042	204.42058383603495031
ENSG00000058866.15	13.30402504750130532	44.03715262301671629	602.50900581970438452
ENSG00000060718.22	2394.82326260195804934	36.13721839917010215	15.10187184552325057
ENSG00000060982.15	844.91647425574433328	182.37562804116893744	79.48517164932533774
ENSG00000061337.15	103.35013995747917193	51.48934938940810468	559.98977583016221615
ENSG00000064205.10	3059.23478713349322788	642.02999424524159622	70.93358042809660446
ENSG00000065534.18	2231.75902525524361408	1841.52957265147915678	27221.38528857577330200
ENSG00000067798.16	580.93327118386991970	197.23265719083408953	20.49844360486250139
ENSG00000068831.19	24.41398967025980227	19.79326483602359943	167.11819799905651962
ENSG00000069122.19	49.76400783384799809	235.47609548300505367	4003.79430926891473064
ENSG00000070182.21	13.30402504750130532	16.48393585456449983	57.12151893505524924
ENSG00000071242.12	560.56269297470430502	303.34519841339391633	54.20481502497199955
ENSG00000071282.12	2247.71209163130151865	477.32762049964713924	800.14283280119286701
ENSG00000072422.17	463.37751494475003256	126.86379008056601947	19.58847156962444558
ENSG00000072682.18	4158.49465384052382433	1471.74201137741965795	1251.92816469284434788
ENSG00000072952.18	532.95982167629824744	265.14030165188188448	4694.53238893629713857
ENSG00000073756.12	617.39889172737002809	214.36702660993705649	17.83580250440590120
ENSG00000073910.21	241.61604920620686698	188.27733704572708007	2113.34004851652889556
ENSG00000074047.21	379.61882188153322204	205.40844735881807992	19.10703457861754728
ENSG00000074181.9	489.58321370349494828	636.54430622112943183	6917.93626965834118892
ENSG00000074410.14	1203.63328650151970578	344.44278447806226495	15.53295320749809960
ENSG00000074695.6	3799.15150636984071753	1747.38114221393971093	1493.48349122431545766
ENSG00000075213.11	218.48033813792892488	22.76152488617900715	15.53295320749809960
ENSG00000075223.14	2255.87489379880071283	583.25243847009869569	104.80112735009544167
ENSG00000075618.18	80.70211366049770163	23.90332712991130393	25.61186036851919567
ENSG00000075884.14	29.61450298296445993	65.52530572906999851	982.96231229163652188
ENSG00000076706.17	75.06033282049470756	652.63639369141128554	22359.73207680864288704
ENSG00000077942.19	24276.36538839554850711	9284.76998097625255468	1911.61037918185979834
ENSG00000078018.19	50.07904019207184376	38.93550964879561604	662.70869064798580439
ENSG00000078098.14	6574.65225542940424930	767.87762761131057232	142.90207737754246864
ENSG00000079257.8	759.06968709704005960	389.92141851244917916	101.08512063389116520
ENSG00000079931.15	601.54097292457709045	43.95895464211069736	13.30402504750130532
ENSG00000081189.15	332.37009594839457804	536.61313364575300966	9051.76513877920297091
ENSG00000082196.20	1944.11273224089336509	122.08103893054301636	18.30162174662424945
