Mixture	S1	S3	S4	P-value	Correlation	RMSE
4033	0.98711045269687048	0.00000000000000000	0.01288954730312956	0.00000000000000000	0.73166668577395211	1.00597259551151019
4034	0.97697675208879120	0.00000000000000000	0.02302324791120882	0.00000000000000000	0.75910558288034646	0.95600689433102293
4027	0.96661530014809194	0.00000000000000000	0.03338469985190801	0.00000000000000000	0.66528527927189351	1.07958949315975938
4028	0.97764850758275756	0.00000000000000000	0.02235149241724237	0.00000000000000000	0.72762526048140586	1.00318529046258775
4112	0.97284612697142914	0.00000000000000000	0.02715387302857074	0.00000000000000000	0.74886593189303152	0.96764783594923176
4113	0.97827421783691548	0.00000000000000000	0.02172578216308456	0.00000000000000000	0.80825624850562283	0.87957548731654545
4116	0.97576473481102755	0.00000000000000000	0.02423526518897242	0.00000000000000000	0.72205486913564942	1.00949257689564287
4117	0.97526582660921779	0.00000000000000000	0.02473417339078219	0.00000000000000000	0.76470411657209614	0.94592543752099145
4214	0.97260662030975553	0.00000000000000000	0.02739337969024455	0.00000000000000000	0.74223798021882659	0.97726878533338124
4215	0.97775662771710870	0.00000000000000000	0.02224337228289128	0.00000000000000000	0.73514285644963207	0.99236220840885736
4315	0.96395938634622513	0.00000000000000000	0.03604061365377488	0.00000000000000000	0.73988806962853948	0.97294541239555909
4316	0.97710927887613686	0.00000000000000000	0.02289072112386310	0.00000000000000000	0.79768310952174015	0.89576630636476973
4340	0.97200083613828625	0.00000000000000000	0.02799916386171369	0.00000000000000000	0.69964874626788187	1.03771643043109263
4341	0.97354967516905788	0.00000000000000000	0.02645032483094213	0.00000000000000000	0.73043603132827817	0.99539861700949872
4344	0.96944859354832746	0.00000000000000000	0.03055140645167250	0.00000000000000000	0.73264520108880771	0.98848402712586969
4345	0.97179424304118989	0.00000000000000000	0.02820575695881011	0.00000000000000000	0.72313400925386140	1.00435278753118618
3532	0.98634898424504558	0.00000000000000000	0.01365101575495445	0.00000000000000000	0.69811053852982274	1.05288771809462656
3533	0.98589031450594988	0.00000000000000000	0.01410968549405015	0.00000000000000000	0.75655762520178071	0.96802209212351542
3536	0.97600156511917646	0.00000000000000000	0.02399843488082345	0.00000000000000000	0.72865586078296340	1.00019978632821593
3537	0.97445870420744984	0.00000000000000000	0.02554129579255024	0.00000000000000000	0.74139633065687349	0.98018886631550661
4299	0.97276781319318439	0.00000000000000000	0.02723218680681561	0.00000000000000000	0.72817858376605427	0.99796196913087487
4300	0.97264874752228347	0.00000000000000000	0.02735125247771649	0.00000000000000000	0.76835743251403710	0.93793988502169279
4722	0.92090310776455664	0.00000000000000000	0.07909689223544332	0.00000000000000000	0.64203650646692556	1.07000571947402423
4723	0.96529860855893268	0.00000000000000000	0.03470139144106736	0.00000000000000000	0.69530436690983266	1.03771582017357122
