NAME	S1	S3	S4
ENSG00000006747.15	34.00000816479034427	71.07660507284319351	422.66028471544473177
ENSG00000007237.18	1316.44213241678062332	676.17051651123813372	76.83965148408418600
ENSG00000010610.10	30.99764011189515145	59.42913885878689229	750.75956275265536988
ENSG00000011465.17	98309.74915649081231095	53713.39607267933024559	5206.50764992995391367
ENSG00000017427.16	1638.99061235878070875	1088.47156604828046511	76.42770613313295769
ENSG00000018625.14	14.05716575379059741	43.15498444894021191	158.27674234470094916
ENSG00000038427.16	15243.14248076624971873	3655.87746252016859216	2151.82941550831537825
ENSG00000060718.22	609.82917323107608354	92.16671263196501229	40.32851365465585047
ENSG00000064205.10	1757.65667336397564213	443.66234855876876964	82.18646870073405353
ENSG00000069122.19	70.12461489554195282	148.29278073575395069	1698.94626342745004877
ENSG00000074181.9	696.32065026259419938	1018.51989649309962260	5939.21248340143120004
ENSG00000076706.17	95.85809586135633253	752.36057578177167215	13809.95264982633671025
ENSG00000077942.19	12178.32742393600346986	6903.60547932665576809	1808.11030512391448610
ENSG00000078098.14	2789.97436691183338553	477.79506898990814534	220.35876756669037491
ENSG00000079931.15	316.82757791909818934	103.25215515279295175	45.61766776551664293
ENSG00000081189.15	229.77685962387346308	557.26462184576018899	3253.79265710494473751
ENSG00000082196.20	1326.40243913119911667	182.06033836795899106	59.78891534938910723
ENSG00000082684.15	19.59138338943298763	88.24200595240641576	599.82229597065156668
ENSG00000083782.8	48.24302901815978828	17.84180159781080377	16.33157106450290286
ENSG00000086991.13	444.55191951669809214	96.03754494416163823	34.56469255254745576
ENSG00000087245.13	29696.73849210648404551	10723.57737720049408381	849.81064903220340057
ENSG00000091986.15	37430.10142073566385079	14619.43433974418985599	2850.67269004026411494
ENSG00000095370.20	24.99109007857029496	59.52094812310151184	245.89364142224945908
ENSG00000099953.10	1322.63222555427046245	154.98439712316303485	192.88683221985593264
ENSG00000101115.13	118.32494962421002072	23.51469627681110097	21.21090976680545026
ENSG00000101463.6	92.06253940748239017	25.22608707074660117	22.46413934802695067
ENSG00000101605.12	49.49146878823819407	109.35942842257001928	524.47572367780890090
ENSG00000101825.8	4091.45718989276474531	1496.95890823002036996	636.73567998736257323
ENSG00000103175.11	27.90449901879409822	38.75690924594470488	386.48098375690460671
ENSG00000103888.17	286.56454167587605752	105.90856471828801944	76.16857023159518292
ENSG00000104213.12	3176.05981748820113353	1218.28610830292018363	238.57485894444909036
ENSG00000104415.14	454.19854550292780004	81.93219107431997372	116.03262692838794123
ENSG00000105664.11	801.97565136997218360	85.99027361810718162	51.43848132926034111
ENSG00000105989.9	747.47557184593313195	216.63438340151299144	31.96634158400670600
ENSG00000106483.12	11059.94845168350184395	937.10299025043593701	112.13221867564011802
ENSG00000106809.11	1398.11417428667527929	628.91847730280539963	100.48183538181847041
ENSG00000108387.14	219.44199601435150271	357.27967089888784358	1740.21833310846932363
ENSG00000108821.13	160048.33571812155423686	41507.15036460154806264	29689.73952704865587293
ENSG00000108823.16	31.78943403093094844	65.70242175387730299	303.92081478548243467
ENSG00000110848.8	35.43729571734124306	60.39126855396041549	24.00638624331219972
ENSG00000111404.6	22.20240995132405004	51.98049641564209367	242.92047938017836373
ENSG00000111424.10	404.81545278823136869	125.97548645756100427	69.05979627834119583
ENSG00000112214.10	19.03859345531280312	64.76711734246723040	355.33264215465339930
ENSG00000113083.14	3412.06603426452511485	1030.12490161320988591	200.36167303643856030
ENSG00000113361.13	49.23663546404814895	517.64553102559136732	4727.61289774974466127
ENSG00000113657.13	2379.96527883885437404	793.09118935410970153	226.19314446079903291
ENSG00000115380.20	9040.86909421660493535	6598.22950358346952271	1011.69007723300023827
ENSG00000115884.11	531.00184817198783094	58.04468458174240197	57.71741607009640518
ENSG00000117122.13	2914.16081016982616347	564.14898915524349832	126.98647187946346548
ENSG00000117586.11	168.61658342396151511	56.77334500795959116	29.82341539460349011
ENSG00000118729.11	24.15073458734429579	84.82634963944374817	528.96188720988220666
ENSG00000120594.17	2059.12008609014628746	569.59096472181852278	157.60939676232158035
ENSG00000122367.19	22.10692129771355141	88.99845982533990707	661.44902070547982476
ENSG00000122641.11	2182.99452296589061007	278.45041347365196316	669.64054306169794017
ENSG00000122870.11	3988.20736758452949289	2428.64221617411158149	518.58476158165603920
