Mixture	S1	S3	S4	P-value	Correlation	RMSE
4033	0.92148316530975727	0.00000000000000000	0.07851683469024269	0.00000000000000000	0.86612560757491652	0.70810401355937647
4034	0.96807613752438060	0.00000000000000000	0.03192386247561942	0.00000000000000000	0.87817212699809499	0.73229423179389641
4027	0.77034104285632088	0.00000000000000000	0.22965895714367907	0.00000000000000000	0.85205806239483628	0.60692099906199304
4028	0.95987530382037722	0.00000000000000000	0.04012469617962275	0.00000000000000000	0.86165444109357259	0.75499656530616832
4112	0.93631309099349591	0.00000000000000000	0.06368690900650403	0.00000000000000000	0.87581063646903068	0.70420768043584314
4113	0.98057731295541806	0.00000000000000000	0.01942268704458195	0.00000000000000000	0.90658998495792986	0.68893818394413919
4116	0.94061262558944581	0.00000000000000000	0.05938737441055411	0.00000000000000000	0.86664848382236148	0.72608927900907638
4117	0.95980690201981644	0.00000000000000000	0.04019309798018361	0.00000000000000000	0.88218038777458851	0.71587197007980230
4214	0.94816397993435986	0.00000000000000000	0.05183602006564011	0.00000000000000000	0.87931337836498857	0.70943203302940738
4215	0.96229394510817823	0.00000000000000000	0.03770605489182173	0.00000000000000000	0.88534838076190192	0.71225685750753764
4315	0.92751689902478596	0.00000000000000000	0.07248310097521410	0.00000000000000000	0.85778531339840158	0.72969769150804675
4316	0.94228624328973865	0.00000000000000000	0.05771375671026123	0.00000000000000000	0.89403188961161961	0.67403142721330589
4340	0.94783900501452056	0.00000000000000000	0.05216099498547944	0.00000000000000000	0.86162904733430201	0.74279093393415030
4341	0.94958365232844100	0.00000000000000000	0.05041634767155894	0.00000000000000000	0.86817126605568817	0.73228135278862938
4344	0.93636306369007238	0.00000000000000000	0.06363693630992764	0.00000000000000000	0.85891088923738479	0.73634393442585022
4345	0.95255487771533642	0.00000000000000000	0.04744512228466352	0.00000000000000000	0.84773117610234938	0.77296945947083617
3532	0.94796756404158944	0.00000000000000000	0.05203243595841063	0.00000000000000000	0.85755105994001768	0.75047521322627475
3533	0.96077029031778316	0.00000000000000000	0.03922970968221696	0.00000000000000000	0.87802774881343104	0.72494426752999397
3536	0.92553531908879449	0.00000000000000000	0.07446468091120556	0.00000000000000000	0.84156026393924976	0.75731888616439880
3537	0.94864559056856368	0.00000000000000000	0.05135440943143636	0.00000000000000000	0.85186988764919691	0.76155554299345685
4299	0.92906415501291206	0.00000000000000000	0.07093584498708791	0.00000000000000000	0.86679453451735300	0.71429366810450357
4300	0.93548955678049284	0.00000000000000000	0.06451044321950716	0.00000000000000000	0.87493998756475222	0.70506835904970777
4722	0.53506957232539054	0.00000000000000000	0.46493042767460951	0.00000000000000000	0.84512396787713817	0.53414933543421950
4723	0.80351274949981899	0.14812217446698417	0.04836507603319684	0.00000000000000000	0.85239619268748268	0.69805257915073715
