genesymbols	S1	S3	S4
ENSG00000000003.14	516.39470337049351656	463.36939500846574447	293.55094892360318681
ENSG00000000005.6	20.92907635119149390	35.74558045111480453	32.94305848600458830
ENSG00000000419.12	403.58938333780639596	403.11997927043182699	351.93504615003200797
ENSG00000000457.14	225.36594136003103017	240.45218122002086147	170.61163808015646737
ENSG00000000460.17	73.62379938763258735	76.17274573939496918	61.79958763572615510
ENSG00000000938.13	22.62848328965485933	24.61814643827200300	21.09603637753384220
ENSG00000000971.15	4249.96974377472906781	3426.11690960481837465	1013.12320643511998242
ENSG00000001036.13	674.63709879791372259	678.46347453727162247	492.51010710551599914
ENSG00000001084.13	128.79146873925452610	224.44427100610096204	134.80322910569401529
ENSG00000001167.14	247.87226925741609307	247.87226925741197192	236.51692104035939224
ENSG00000001460.18	91.68540658665689591	94.63012466490577879	53.47226723246370028
ENSG00000001461.17	244.95976871323492219	222.27676794363696899	183.50085692641107471
ENSG00000001497.16	375.66404541970189257	498.85452514934473811	439.94171731381186419
ENSG00000001561.7	58.66822729088220001	62.04140994692999556	53.94415872673364731
ENSG00000001617.12	38.49621786219019270	38.49621786219019270	39.06110715199484673
ENSG00000001626.15	19.61972637582889689	19.72435221329159560	19.51510053836620173
ENSG00000001629.10	512.06876074823208000	444.53596619019066338	394.62965878838645040
ENSG00000001630.17	762.65479273220137202	691.26766265795322397	636.88936082203622391
ENSG00000001631.15	299.62848399325946502	291.42937086357875387	260.40809182081613926
ENSG00000002016.17	238.47775350072291189	211.32124899683887520	275.91535931557353933
ENSG00000002330.13	256.79514879007518857	252.21049742469588750	343.75611259813297238
ENSG00000002549.12	1185.31693711699927007	846.13825115870167792	936.24735342244491676
ENSG00000002586.20	4027.90132813655236532	2694.75231570687947169	1506.17747614735480965
ENSG00000002586.20_PAR_Y	4020.67046653296802106	2356.07987022236056873	1367.63412072508526762
ENSG00000002587.10	29.91626948397874486	34.53440862963309854	37.22466894111428104
ENSG00000002745.13	27.22563962506428936	26.92265356782848684	25.70470030644855086
ENSG00000002746.15	33.84748581944715795	29.38474002657079609	23.59858770351509349
ENSG00000002822.15	102.50127891405495006	89.32654391109133485	94.77804635712817571
ENSG00000002834.18	2201.79816383715979100	2244.64568496613946991	2850.41101426301429456
ENSG00000002919.14	194.05298813258198720	228.11797152225997820	156.37090486253799781
ENSG00000002933.9	649.34872236559613157	428.91457098731842734	134.84762894999749960
ENSG00000003056.8	823.85881797472609378	877.09406106752112464	839.23993437277897556
ENSG00000003096.14	99.92714119717736310	162.62968875867400698	182.84358621544242851
ENSG00000003137.8	73.18461014516186935	99.70033829121487656	75.55658289998081045
ENSG00000003147.19	33.84042014867299741	27.79540428615749192	30.05884470944324605
ENSG00000003249.13	33.06394853777080556	30.84383482684308220	26.07415900348910043
ENSG00000003393.15	289.09718926881095058	271.20218654354403043	320.82112814404746359
ENSG00000003400.14	84.37685370171993782	59.89488781366259929	46.83743934225871186
ENSG00000003402.20	1209.49968654393956058	1690.17383704438020686	1302.14914346020441371
ENSG00000003436.16	2483.00159939700870382	3360.26651876395180807	3469.94093592696208361
ENSG00000003509.16	139.61449322090246028	158.79567133153497593	122.74728123426901050
ENSG00000003756.16	1332.16433452035016671	1421.16493041100898154	1228.98128214954499526
ENSG00000003987.14	27.91137622100120197	27.54214863884408970	27.54214863884408970
ENSG00000003989.17	153.29831960935246116	250.58692939537192501	456.28671189555745968
ENSG00000004059.11	816.84851094719294906	816.84851094718794684	819.15414452052004890
ENSG00000004139.14	118.39849463614397962	126.91723383442599982	138.83047806933296897
ENSG00000004142.12	713.32460846112257968	656.98737939568297861	760.58420415387263347
ENSG00000004399.12	295.87681054358540678	378.48889859769894883	664.18325098776449522
ENSG00000004455.16	918.78926599283283849	918.78926599283056476	872.05676380359102495
ENSG00000004468.13	32.32709192599291015	26.13434476428559705	23.44827552443004492
ENSG00000004478.8	367.37868074675509433	433.83546422969624246	527.24347333382638681
ENSG00000004487.16	536.38716860411898324	595.19487627745161262	496.41035042209665562
ENSG00000004534.15	3265.22922950240354112	3289.04466593817960529	3553.71910969169857708
ENSG00000004660.14	109.01163909542650288	109.09322275051206930	55.77531268003619402
ENSG00000004700.16	984.65297272200109546	837.55470353122734650	668.84609116003821327
ENSG00000004766.17	155.24459170567553201	159.80471475812800008	136.29210300348447049
ENSG00000004776.13	233.78743912238442704	318.90604398616687831	345.03890020042342712
ENSG00000004777.18	38.26119146275743788	43.92147253472369073	41.92220105966094934
ENSG00000004779.10	556.66358387387731455	590.91643487122439637	657.80614860460855198
ENSG00000004799.8	671.75870589369037589	1548.03082789069935643	895.79204428183084019
ENSG00000004809.14	19.52286241670309508	19.36773205757249983	19.36773205757249983
ENSG00000004838.14	27.65169774483590004	22.40406439452659626	23.34869600839709136
ENSG00000004846.16	51.80319441147051407	28.98690580567239650	26.41231179767629911
ENSG00000004848.8	18.32249593976399993	18.32249593976399993	16.90793938999514623
ENSG00000004864.13	181.19786633057753988	174.93197980664706392	222.64274850174498965
ENSG00000004866.20	359.79132791945897907	301.93080364437770413	256.12553420105984969
ENSG00000004897.12	612.23199400515477464	575.84040079608246288	538.57501646273101414
ENSG00000004939.15	18.11418701291260547	18.85612513062600470	18.85612513062600470
ENSG00000004948.15	19.47164595406029619	19.47164595406029619	19.44288411409599959
ENSG00000004961.15	144.70284005232491609	142.59738635655602934	148.96091209963395841
ENSG00000004975.12	184.85653886076707408	198.04465724402791693	200.15540345795545818
ENSG00000005001.10	20.18440469822920491	20.18440469822920491	20.10075615203279398
ENSG00000005007.12	320.40344206771248992	332.52401231921407998	277.30774491327997566
ENSG00000005020.13	676.52958841958923131	748.87044546252343480	829.47480183981190294
ENSG00000005022.6	2573.91771448562485602	2500.36100958713086584	4469.71887607312783075
ENSG00000005059.16	323.41863294853482103	164.50748027975595278	72.73576294680758281
ENSG00000005073.5	42.02395819436890889	30.53532241470890440	32.63438906678040041
ENSG00000005075.15	571.56602247814464590	574.54031185230644496	593.39798905581187682
ENSG00000005100.13	224.81610111713183642	221.31534458765287354	270.25563113699706719
ENSG00000005102.13	30.63816781184240057	29.42621138476270204	20.28881902774154611
ENSG00000005108.16	23.94175353038039944	23.23750880771220295	20.82068027694814560
ENSG00000005156.11	231.98861929696803941	193.36854260988303622	141.59639191540901493
ENSG00000005175.10	227.76863903476652240	232.40372616462587985	196.71566996811398553
ENSG00000005187.12	42.69230834150269516	27.30106362556619715	28.29756353293334570
ENSG00000005189.19	46.85389589439800773	55.55541780361662063	35.13462072412130510
ENSG00000005194.15	725.97797048351799276	608.13848080117088557	637.31853770198176790
ENSG00000005206.17	146.26730794791703261	183.95691975855092437	142.23066627883747515
ENSG00000005238.19	206.95166561850248854	201.32574250702404584	199.94681497175696450
ENSG00000005243.10	420.30189426723114821	267.83514461804276152	170.70844075214094460
ENSG00000005249.13	70.63708523252093130	86.57275542992920236	84.58259413657056314
ENSG00000005302.18	363.50354619254306954	284.60845747055509491	346.21457808725256200
ENSG00000005339.14	707.12021483723015081	783.45068267598685452	774.75771390068689470
ENSG00000005379.17	38.12628832224535813	48.83406910107920140	37.93968139124081063
ENSG00000005381.7	20.16952091516604639	20.12418970454380229	19.47850201054449570
ENSG00000005421.8	22.22451665302639867	20.36930135206710091	20.36930135206710091
ENSG00000005436.13	150.88284679463896509	150.88284679463703242	171.46199600993287504
ENSG00000005448.16	149.17465976019394702	162.52002677063194369	194.66225121333252446
ENSG00000005469.11	142.18076063488342697	162.34394070675406851	140.62473159220604657
ENSG00000005471.17	49.17858915045087542	41.29212153043520317	35.24729943259489318
ENSG00000005483.21	1540.06647924047933884	2018.28741988566866894	2215.88276069363473653
ENSG00000005486.17	557.55493960202829840	482.86061396245781907	517.86600124376445820
ENSG00000005513.10	23.01258694901660107	23.01258694901660107	23.01258694901660107
ENSG00000005700.15	834.03904222388155176	772.32893106605172306	749.37441773571072190
ENSG00000005801.18	258.21838612104852473	207.88802182325596846	221.17221148568341960
ENSG00000005810.18	1389.02593936677544662	1377.91171634733996143	1372.91371456971501175
ENSG00000005812.11	688.33001769808743120	721.36670940248006900	605.41036713616949783
ENSG00000005844.17	26.40087839630709965	30.84164359755739682	25.51987533381789319
ENSG00000005882.11	342.29544695540272414	395.25203771087598170	395.25203771087649329
ENSG00000005884.18	61.57770719953759908	277.34261837112995863	1012.56457915512964973
ENSG00000005889.15	577.01208891874068740	500.15011263591981105	535.28930165094470794
ENSG00000005893.15	2505.58060887346073287	1869.52197964217066328	1784.65032498827963536
ENSG00000005961.18	24.38723483435785511	22.28481160553060292	20.59472078967245423
ENSG00000006007.12	727.85783124307977232	618.72585146685935342	605.50467900914804886
ENSG00000006015.17	152.65227179042099692	162.29061497138690129	108.86696440935004659
ENSG00000006016.11	114.94845501669803411	110.84955239342703237	110.82142046606645636
ENSG00000006025.12	94.01349549721338406	50.76211924392610797	55.17409998514658298
ENSG00000006042.12	1259.05707011642516591	923.53869869613731680	541.30749833589311493
ENSG00000006047.13	19.31236558754460475	19.69463654129300423	19.88860024244480229
ENSG00000006062.17	126.93018123178495671	131.71497719358995937	98.18291614625704256
ENSG00000006071.14	23.92664128224480180	25.89156906182450868	26.07463937178619062
