Mixture	S1	S3	S4	P-value	Correlation	RMSE
4033	0.00000000000000000	1.00000000000000000	0.00000000000000000	0.00000000000000000	0.69119746048451913	0.74501914232434829
4034	0.55098046919480337	0.44901953080519663	0.00000000000000000	0.00000000000000000	0.70999090765280370	0.72433884016933070
4027	0.00000000000000000	0.96666105978398886	0.03333894021601116	0.00000000000000000	0.72466650482461870	0.72006039882142403
4028	0.15061741129973058	0.84938258870026950	0.00000000000000000	0.00000000000000000	0.61235808014871740	0.79117316331994025
4112	0.41266085505143518	0.58733914494856476	0.00000000000000000	0.00000000000000000	0.80215410404770404	0.59553515445209360
4113	1.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.82623015965859825	0.68758529536741475
4116	0.29550973833033622	0.70449026166966378	0.00000000000000000	0.00000000000000000	0.68943084716727054	0.72348372395565674
4117	0.31975456744059050	0.68024543255940939	0.00000000000000000	0.00000000000000000	0.71033268149880979	0.70269484452304765
4214	0.51758016903778448	0.48241983096221563	0.00000000000000000	0.00000000000000000	0.77271615852931919	0.63960398610912261
4215	0.31861399956567171	0.68138600043432840	0.00000000000000000	0.00000000000000000	0.73925274150060594	0.67217763593034041
4315	0.16596204775682249	0.83403795224317745	0.00000000000000000	0.00000000000000000	0.76741944147160124	0.65671923650514485
4316	0.99180149033943743	0.00819850966056259	0.00000000000000000	0.00000000000000000	0.81376007297749764	0.70542919633069956
4340	0.11362360507250821	0.88637639492749165	0.00000000000000000	0.00000000000000000	0.69795514884558574	0.72487705229321953
4341	0.33102409039796005	0.66897590960204001	0.00000000000000000	0.00000000000000000	0.71767809385249826	0.69513839543013012
4344	0.36022113791926769	0.63977886208073231	0.00000000000000000	0.00000000000000000	0.69312229975625517	0.72182091943422144
4345	0.31670209243745484	0.68329790756254505	0.00000000000000000	0.00000000000000000	0.62894971904042751	0.78202955778935634
3532	0.05073238068942133	0.94926761931057857	0.00000000000000000	0.00000000000000000	0.60673704121846639	0.79898466113779121
3533	0.34507855164686896	0.65492144835313104	0.00000000000000000	0.00000000000000000	0.66967014687227366	0.74486225050944499
3536	0.00000000000000000	1.00000000000000000	0.00000000000000000	0.00000000000000000	0.59993599585177504	0.80706124697037895
3537	0.10733441749023623	0.89266558250976380	0.00000000000000000	0.00000000000000000	0.58924248565287740	0.80927459676943803
4299	0.09831308071714752	0.90168691928285249	0.00000000000000000	0.00000000000000000	0.72682775122750765	0.70293558785391863
4300	0.40729590349811629	0.59270409650188383	0.00000000000000000	0.00000000000000000	0.79773445886917105	0.60141181928699838
4722	0.13188910348031815	0.64516551365776686	0.22294538286191498	0.00000000000000000	0.83670639514984357	0.58442567409137380
4723	0.13714656094940927	0.86285343905059064	0.00000000000000000	0.00000000000000000	0.70439103332000030	0.71705005869988436
