Mixture	S1	S3	S4	P-value	Correlation	RMSE
4033	0.24673110408039878	0.64294211555776337	0.11032678036183773	0.00000000000000000	0.99491056367683894	0.25031029317355896
4034	0.24720818484731427	0.74639079223550719	0.00640102291717868	0.00000000000000000	0.99718238473671972	0.22180304170105333
4027	0.38025857339207164	0.36914634152252435	0.25059508508540401	0.00000000000000000	0.99640888218772350	0.14498288791364661
4028	0.25542382035822708	0.74457617964177292	0.00000000000000000	0.00000000000000000	0.99340936889245302	0.22602535525090400
4112	0.46980639243280131	0.32693446707194379	0.20325914049525481	0.00000000000000000	0.99759540877755937	0.07606441990928621
4113	0.17978361521850614	0.81593718969470552	0.00427919508678835	0.00000000000000000	0.99515052689284478	0.29440464783580178
4116	0.36024144279045095	0.51917157917635171	0.12058697803319740	0.00000000000000000	0.99811550879519384	0.12974085575136945
4117	0.21681278220845721	0.75736295153470168	0.02582426625684114	0.00000000000000000	0.99711040646590654	0.25654657450966489
4214	0.35935820243692840	0.52486216053645818	0.11577963702661333	0.00000000000000000	0.99823491325131408	0.12887631967640584
4215	0.23024814829726195	0.75608722367299608	0.01366462802974178	0.00000000000000000	0.99778714308606975	0.23833788207591630
4315	0.46677732683575424	0.27771860694792611	0.25550406621631971	0.00000000000000000	0.99782294167582242	0.07602493859841565
4316	0.11631356521644977	0.88368643478355025	0.00000000000000000	0.00000000000000000	0.99801756737753000	0.35171208958681371
4340	0.34096882785850957	0.55458239742785931	0.10444877471363100	0.00000000000000000	0.99808089955135060	0.14506204641525960
4341	0.38228127451531008	0.57986140677220410	0.03785731871248581	0.00000000000000000	0.99354839830458264	0.13340145302182024
4344	0.24078286103728030	0.72234157872381066	0.03687556023890901	0.00000000000000000	0.99878926216635278	0.22908520865843560
4345	0.30819031005716946	0.64943278524882386	0.04237690469400671	0.00000000000000000	0.99802735874610626	0.16512752661340990
3532	0.37856330549605621	0.46540116340544996	0.15603553109849380	0.00000000000000000	0.99526191134064979	0.13909397285636318
3533	0.18269486478262981	0.79889711018097420	0.01840802503639592	0.00000000000000000	0.99581092560079099	0.29281048070289262
3536	0.26759860995857965	0.59153973238690272	0.14086165765451772	0.00000000000000000	0.99878349274330025	0.22280857323117984
3537	0.28334648446379335	0.71419888395037767	0.00245463158582900	0.00000000000000000	0.99771380592094594	0.18309467435175725
4299	0.28251644820392052	0.64476097948294486	0.07272257231313474	0.00000000000000000	0.99693572007146136	0.20107010110855508
4300	0.31358423827261589	0.65186872549310015	0.03454703623428405	0.00000000000000000	0.99516523996802186	0.17301742704793313
4722	0.33127739914142906	0.48461777899851471	0.18410482186005608	0.00000000000000000	0.99545127096357222	0.18201670792371855
4723	0.22595873494426499	0.77404126505573490	0.00000000000000000	0.00000000000000000	0.98945065304943114	0.26507873806556997
